Id,Category
10027,southern_us
10037,chinese
10039,chinese
10041,indian
10054,mexican
10062,southern_us
10063,mexican
10064,chinese
10076,southern_us
10079,mexican
10082,mexican
10083,italian
10085,italian
10087,southern_us
10089,mexican
10091,mexican
10094,italian
10103,italian
10104,mexican
10121,mexican
10122,southern_us
10124,mexican
10125,mexican
10131,mexican
10139,italian
10142,italian
10144,mexican
10152,mexican
10165,mexican
10169,southern_us
10174,southern_us
10176,mexican
10192,mexican
10194,southern_us
10198,mexican
10199,mexican
10205,mexican
10207,southern_us
10221,southern_us
10224,italian
10227,mexican
10232,chinese
10244,italian
10246,italian
10251,southern_us
10254,italian
10257,italian
10259,mexican
10263,southern_us
10264,italian
10265,southern_us
10273,chinese
10275,southern_us
10277,chinese
10278,southern_us
10283,mexican
10285,southern_us
10291,italian
10294,italian
10295,mexican
10306,mexican
10307,mexican
10322,italian
10324,mexican
10327,italian
10330,italian
10338,italian
10339,southern_us
10341,italian
10346,mexican
10349,southern_us
10351,italian
10353,southern_us
10355,italian
10359,italian
10362,southern_us
10364,mexican
10371,southern_us
10374,mexican
10378,southern_us
10386,chinese
10387,southern_us
10394,mexican
10400,mexican
10406,mexican
10411,mexican
10418,southern_us
10425,mexican
10441,southern_us
10445,mexican
10447,italian
10464,chinese
10466,southern_us
10468,chinese
10484,italian
10486,italian
10491,italian
10496,southern_us
10497,mexican
10500,italian
10511,mexican
10517,italian
10519,italian
10530,southern_us
10535,italian
10536,mexican
10547,southern_us
10552,mexican
10555,mexican
10564,mexican
10568,italian
10573,mexican
10581,indian
10583,mexican
10587,mexican
10588,mexican
10593,southern_us
10596,southern_us
10598,mexican
10599,mexican
10605,italian
10607,mexican
10613,southern_us
10615,southern_us
10623,southern_us
10636,southern_us
10638,italian
10652,italian
10653,italian
10658,italian
10663,chinese
10670,mexican
10672,indian
10681,southern_us
10690,indian
10697,mexican
10698,indian
10700,southern_us
10702,chinese
10705,italian
10708,indian
10710,southern_us
10712,southern_us
10715,mexican
10722,italian
10731,italian
10737,indian
10739,italian
10746,southern_us
10753,mexican
10754,italian
10764,southern_us
10771,italian
10773,mexican
10778,chinese
10780,chinese
10786,italian
10788,chinese
10791,southern_us
10797,mexican
10801,italian
10806,italian
10808,southern_us
10814,mexican
10815,chinese
10817,southern_us
10825,chinese
10827,mexican
10832,indian
10837,italian
10840,southern_us
10846,mexican
10853,italian
10854,mexican
10866,italian
10867,southern_us
10868,southern_us
10870,mexican
10880,southern_us
10884,indian
10888,italian
10890,mexican
10892,chinese
10893,italian
10900,southern_us
10904,chinese
10906,mexican
10912,mexican
10921,chinese
10924,southern_us
10927,mexican
10932,mexican
10936,southern_us
10937,italian
10941,southern_us
10949,southern_us
10953,italian
10956,southern_us
10965,italian
10966,italian
10977,southern_us
10987,mexican
10989,mexican
10992,southern_us
11003,indian
11004,chinese
11009,southern_us
11010,southern_us
11022,italian
11024,mexican
11027,southern_us
11028,southern_us
11031,mexican
11034,southern_us
11038,southern_us
11039,chinese
11043,italian
11047,italian
11052,mexican
11054,southern_us
11059,chinese
11067,chinese
11082,italian
11086,southern_us
11088,mexican
11099,italian
11105,mexican
11123,southern_us
11137,mexican
11144,mexican
11147,southern_us
11148,indian
11155,mexican
11169,southern_us
11174,italian
11181,mexican
11186,mexican
11189,mexican
11190,mexican
11202,italian
11207,mexican
11210,italian
11229,chinese
11230,mexican
11234,mexican
11236,mexican
11237,italian
11240,italian
11241,italian
11248,chinese
11251,southern_us
11268,italian
11272,indian
11274,italian
11280,mexican
11282,southern_us
11294,mexican
11296,italian
11298,indian
11300,chinese
11303,chinese
11304,mexican
11317,italian
11319,indian
11322,italian
11323,italian
11325,mexican
11327,southern_us
11331,indian
11334,southern_us
11336,mexican
11337,mexican
11364,italian
11389,southern_us
11390,indian
11412,mexican
11413,italian
11416,indian
11418,italian
11428,mexican
11431,chinese
11436,southern_us
11445,mexican
11446,southern_us
11449,chinese
11452,italian
11456,chinese
11461,southern_us
11466,italian
11468,chinese
11494,indian
11496,mexican
11498,italian
11502,indian
11513,mexican
11517,chinese
11524,southern_us
11526,southern_us
11535,mexican
11539,indian
11543,southern_us
11572,mexican
11573,chinese
11579,southern_us
11580,mexican
11598,southern_us
11604,southern_us
11606,indian
11614,mexican
11617,southern_us
11623,chinese
11625,chinese
11627,mexican
11629,southern_us
11632,chinese
11638,southern_us
11647,mexican
11656,italian
11659,southern_us
11660,southern_us
11667,italian
11676,mexican
11679,southern_us
11685,mexican
11688,mexican
11689,mexican
11691,mexican
11694,italian
11696,chinese
11697,indian
11706,southern_us
11707,southern_us
11713,mexican
11717,southern_us
11727,chinese
11732,chinese
11733,mexican
11747,southern_us
11752,southern_us
11754,indian
11761,chinese
11763,mexican
11766,italian
11771,mexican
11774,southern_us
11775,chinese
11781,chinese
11783,southern_us
11785,italian
11798,italian
11801,chinese
11807,southern_us
11818,italian
11819,southern_us
11822,italian
11823,mexican
11827,italian
11839,italian
11840,southern_us
11842,chinese
11845,mexican
11848,indian
11851,italian
11857,mexican
11858,mexican
11859,mexican
11866,italian
11869,mexican
11872,italian
11874,southern_us
11889,italian
11890,chinese
11898,southern_us
11905,southern_us
11912,italian
11913,mexican
11914,southern_us
11916,mexican
11922,southern_us
11923,chinese
11927,chinese
11934,chinese
11960,southern_us
11964,indian
11974,italian
11975,mexican
11992,southern_us
11997,italian
12001,chinese
12005,mexican
12020,italian
12025,mexican
12027,southern_us
12036,mexican
12039,mexican
12047,mexican
12055,southern_us
12061,indian
12062,indian
12066,southern_us
12068,mexican
12070,mexican
12075,chinese
12077,italian
12081,italian
12095,mexican
12096,mexican
12102,chinese
12112,mexican
12133,southern_us
12143,italian
12144,mexican
12145,mexican
12146,mexican
12150,italian
12158,mexican
12164,southern_us
12168,italian
12171,chinese
12174,mexican
12175,italian
12180,italian
12185,southern_us
12188,mexican
12190,southern_us
12199,chinese
12201,italian
12203,mexican
12207,italian
12209,mexican
12226,indian
12227,mexican
12229,italian
12238,chinese
12240,italian
12241,mexican
12244,mexican
12248,indian
12254,mexican
12260,mexican
12269,italian
12270,mexican
12277,italian
12293,southern_us
12296,indian
12307,italian
12322,mexican
12323,italian
12325,southern_us
12326,mexican
12328,mexican
12330,italian
12331,mexican
12334,mexican
12350,italian
12351,southern_us
12353,indian
12354,mexican
12358,chinese
12383,mexican
12385,mexican
12386,indian
12398,mexican
12401,indian
12406,mexican
12412,italian
12419,mexican
12422,mexican
12424,italian
12426,chinese
12427,southern_us
12434,mexican
12436,mexican
12441,mexican
12442,mexican
12446,mexican
12452,italian
12462,southern_us
12464,southern_us
12482,southern_us
12492,mexican
12499,chinese
12505,mexican
12508,italian
12512,southern_us
12525,mexican
12527,mexican
12538,italian
12539,mexican
12542,chinese
12549,southern_us
12551,indian
12553,mexican
12557,indian
12561,italian
12562,chinese
12571,chinese
12572,mexican
12575,mexican
12576,mexican
12577,mexican
12582,mexican
12583,southern_us
12597,mexican
12607,southern_us
12613,mexican
12625,southern_us
12630,mexican
12639,italian
12643,mexican
12651,mexican
12655,southern_us
12658,southern_us
12659,southern_us
12662,mexican
12663,chinese
12667,italian
12668,mexican
12674,italian
12680,italian
12685,mexican
12694,southern_us
12706,southern_us
12712,mexican
12719,mexican
12734,italian
12737,italian
12749,chinese
12755,mexican
12757,italian
12763,southern_us
12772,italian
12778,southern_us
12782,chinese
12795,mexican
12804,indian
12825,mexican
12834,chinese
12835,mexican
12838,italian
12840,southern_us
12847,italian
12856,mexican
12875,mexican
12876,mexican
12877,mexican
12881,southern_us
12883,indian
12885,italian
12888,mexican
12889,chinese
12899,mexican
12901,italian
12908,indian
12909,mexican
12913,chinese
12934,italian
12944,chinese
12980,chinese
12983,italian
12985,italian
12988,southern_us
12990,italian
12992,mexican
12994,indian
13001,mexican
13003,mexican
13005,chinese
13006,mexican
13008,chinese
13016,italian
13022,mexican
13025,chinese
13029,southern_us
13034,southern_us
13048,italian
13052,italian
13055,chinese
13058,chinese
13064,mexican
13074,southern_us
13084,italian
13106,southern_us
13115,italian
13120,mexican
13121,mexican
13131,southern_us
13135,italian
13136,southern_us
13138,indian
13141,mexican
13156,italian
13168,mexican
13172,italian
13173,italian
13181,indian
13182,chinese
13184,mexican
13190,southern_us
13193,mexican
13195,italian
13200,chinese
13203,mexican
13209,italian
13221,mexican
13222,mexican
13226,indian
13239,italian
13253,chinese
13255,italian
13259,italian
13269,mexican
13271,chinese
13279,chinese
13280,chinese
13282,southern_us
13284,mexican
13287,italian
13296,mexican
13298,italian
13307,italian
13311,southern_us
13316,mexican
13318,mexican
13319,mexican
13324,indian
13331,italian
13334,mexican
13350,chinese
13352,mexican
13356,italian
13361,southern_us
13363,mexican
13369,italian
13372,mexican
13375,southern_us
13385,southern_us
13395,mexican
13396,italian
13404,mexican
13406,mexican
13419,italian
13421,southern_us
13424,southern_us
13425,mexican
13426,mexican
13432,mexican
13436,southern_us
13441,mexican
13442,italian
13443,mexican
13446,italian
13450,chinese
13452,southern_us
13464,italian
13478,italian
13480,mexican
13481,mexican
13488,mexican
13493,italian
13503,italian
13505,italian
13516,mexican
13519,southern_us
13522,southern_us
13524,southern_us
13527,indian
13530,mexican
13543,southern_us
13552,chinese
13553,mexican
13554,mexican
13556,mexican
13558,mexican
13560,italian
13563,italian
13564,southern_us
13567,mexican
13569,southern_us
13574,chinese
13576,mexican
13584,chinese
13590,italian
13592,southern_us
13593,southern_us
13597,chinese
13598,italian
13601,southern_us
13609,mexican
13612,italian
13617,mexican
13618,southern_us
13620,italian
13621,mexican
13624,italian
13633,italian
13634,mexican
13641,italian
13642,mexican
13648,southern_us
13651,mexican
13653,southern_us
13662,mexican
13663,chinese
13664,mexican
13667,mexican
13671,mexican
13678,mexican
13682,southern_us
13683,mexican
13691,italian
13701,italian
13707,mexican
13709,southern_us
13713,southern_us
13714,mexican
13717,mexican
13726,southern_us
13727,mexican
13733,mexican
13734,italian
13736,mexican
13739,chinese
13742,southern_us
13747,chinese
13758,southern_us
13763,mexican
13764,chinese
13766,mexican
13767,mexican
13772,southern_us
13774,italian
13785,chinese
13787,indian
13793,southern_us
13796,mexican
13799,chinese
13802,southern_us
13805,italian
13808,mexican
13810,mexican
13820,mexican
13823,chinese
13824,mexican
13826,chinese
13828,mexican
13831,southern_us
13836,chinese
13849,chinese
13853,mexican
13881,mexican
13882,mexican
13884,italian
13887,mexican
13890,mexican
13898,italian
13899,mexican
13905,italian
13924,mexican
13929,italian
13931,mexican
13943,southern_us
13944,southern_us
13952,mexican
13958,chinese
13960,chinese
13975,southern_us
13984,chinese
14009,chinese
14023,mexican
14028,italian
14029,mexican
14032,mexican
14040,chinese
14044,southern_us
14047,chinese
14052,mexican
14055,mexican
14061,italian
14068,italian
14074,mexican
14083,chinese
14086,mexican
14092,mexican
14093,southern_us
14102,italian
14103,mexican
14108,italian
14109,italian
14112,mexican
14124,mexican
14128,chinese
14131,southern_us
14133,italian
14145,italian
14149,indian
14151,mexican
14152,mexican
14160,southern_us
14164,mexican
14168,indian
14178,mexican
14179,italian
14182,italian
14192,mexican
14193,chinese
14198,southern_us
14202,italian
14204,mexican
14210,southern_us
14217,southern_us
14221,chinese
14223,mexican
14229,southern_us
14238,mexican
14239,mexican
14254,southern_us
14256,mexican
14261,southern_us
14262,southern_us
14263,mexican
14272,italian
14276,italian
14289,mexican
14290,mexican
14295,indian
14309,chinese
14310,italian
14311,mexican
14319,mexican
14324,mexican
14328,indian
14336,italian
14337,southern_us
14339,southern_us
14342,italian
14344,italian
14371,southern_us
14378,southern_us
14387,southern_us
14390,indian
14391,mexican
14401,italian
14408,italian
14411,mexican
14415,southern_us
14422,southern_us
14426,mexican
14427,italian
14431,indian
14432,indian
14443,indian
14454,mexican
14455,mexican
14473,chinese
14490,chinese
14491,southern_us
14493,italian
14496,indian
14500,southern_us
14504,chinese
14512,italian
14522,southern_us
14523,southern_us
14525,mexican
14528,mexican
14535,chinese
14536,chinese
14542,italian
14549,southern_us
14556,chinese
14558,italian
14589,italian
14592,italian
14597,mexican
14607,mexican
14616,mexican
14619,southern_us
14623,italian
14629,italian
14635,southern_us
14639,mexican
14641,southern_us
14642,italian
14646,italian
14649,southern_us
14658,italian
14660,italian
14662,southern_us
14667,southern_us
14671,mexican
14676,italian
14685,chinese
14692,chinese
14698,mexican
14700,mexican
14704,mexican
14706,italian
14707,southern_us
14713,mexican
14721,southern_us
14723,southern_us
14725,southern_us
14728,italian
14730,southern_us
14737,mexican
14744,italian
14745,mexican
14749,mexican
14751,italian
14753,mexican
14772,mexican
14773,southern_us
14787,italian
14791,mexican
14801,southern_us
14803,italian
14813,chinese
14817,southern_us
14840,chinese
14844,southern_us
14845,italian
14847,southern_us
14848,mexican
14849,southern_us
14850,chinese
14856,italian
14864,mexican
14871,italian
14875,southern_us
14888,indian
14890,southern_us
14898,chinese
14905,mexican
14908,mexican
14913,mexican
14914,italian
14915,chinese
14917,southern_us
14924,italian
14941,mexican
14942,italian
14943,mexican
14945,southern_us
14949,mexican
14951,mexican
14953,southern_us
14955,italian
14959,italian
14964,mexican
14966,italian
14967,mexican
14972,chinese
14976,mexican
14988,italian
14999,italian
15003,italian
15013,italian
15014,mexican
15026,italian
15034,mexican
15035,italian
15040,mexican
15042,southern_us
15046,chinese
15048,chinese
15061,southern_us
15067,mexican
15073,chinese
15075,italian
15086,chinese
15090,italian
15094,italian
15105,indian
15108,southern_us
15115,italian
15119,mexican
15136,southern_us
15139,italian
15145,southern_us
15146,southern_us
15147,italian
15154,mexican
15155,italian
15156,mexican
15161,southern_us
15162,southern_us
15165,indian
15166,italian
15168,chinese
15170,chinese
15173,mexican
15175,italian
15177,italian
15180,mexican
15187,mexican
15189,italian
15192,italian
15201,chinese
15204,mexican
15209,chinese
15212,mexican
15229,italian
15238,italian
15248,chinese
15269,mexican
15282,southern_us
15298,italian
15300,southern_us
15305,mexican
15310,italian
15314,chinese
15317,chinese
15319,mexican
15321,mexican
15322,mexican
15323,italian
15329,mexican
15339,chinese
15342,southern_us
15354,southern_us
15358,mexican
15359,mexican
15361,mexican
15369,southern_us
15374,chinese
15375,southern_us
15376,italian
15387,southern_us
15389,italian
15395,italian
15396,southern_us
15404,italian
15408,chinese
15409,italian
15410,mexican
15422,southern_us
15436,mexican
15443,southern_us
15444,mexican
15447,italian
15450,mexican
15454,italian
15463,italian
15468,mexican
15475,indian
15476,mexican
15482,mexican
15484,mexican
15486,mexican
15487,mexican
15499,chinese
15506,italian
15514,italian
15516,southern_us
15519,indian
15526,southern_us
15536,mexican
15557,mexican
15559,southern_us
15564,mexican
15575,italian
15576,mexican
15577,southern_us
15580,mexican
15583,southern_us
15585,indian
15590,italian
15600,mexican
15601,southern_us
15604,mexican
15606,mexican
15607,southern_us
15615,southern_us
15618,mexican
15621,chinese
15624,mexican
15625,mexican
15658,mexican
15660,southern_us
15663,mexican
15666,chinese
15667,italian
15672,chinese
15673,southern_us
15677,southern_us
15681,italian
15683,southern_us
15689,italian
15691,southern_us
15693,chinese
15695,mexican
15697,mexican
15703,mexican
15705,southern_us
15706,mexican
15710,italian
15715,mexican
15724,southern_us
15725,southern_us
15732,mexican
15734,southern_us
15735,chinese
15743,southern_us
15744,italian
15751,mexican
15753,southern_us
15754,mexican
15765,chinese
15770,mexican
15776,mexican
15779,chinese
15783,southern_us
15789,italian
15799,italian
15800,indian
15808,southern_us
15812,chinese
15814,italian
15833,italian
15835,mexican
15838,italian
15840,italian
15845,chinese
15846,mexican
15851,mexican
15854,mexican
15856,southern_us
15858,italian
15860,chinese
15862,mexican
15878,indian
15883,indian
15894,mexican
15895,mexican
15902,southern_us
15906,southern_us
15910,italian
15914,mexican
15918,indian
15919,mexican
15932,mexican
15954,mexican
15960,southern_us
15961,indian
15972,southern_us
15979,mexican
15982,southern_us
15984,italian
15987,mexican
15997,mexican
16009,italian
16013,italian
16024,italian
16030,southern_us
16031,chinese
16033,indian
16034,chinese
16036,indian
16038,southern_us
16042,chinese
16055,mexican
16060,chinese
16063,mexican
16070,mexican
16072,southern_us
16080,mexican
16088,italian
16093,mexican
16098,mexican
16099,italian
16102,mexican
16107,chinese
16109,italian
16118,mexican
16119,italian
16126,mexican
16129,southern_us
16131,italian
16143,mexican
16147,mexican
16166,mexican
16167,mexican
16176,indian
16179,chinese
16183,mexican
16185,mexican
16186,italian
16194,mexican
16203,italian
16205,mexican
16215,mexican
16223,mexican
16231,mexican
16232,mexican
16238,italian
16244,indian
16247,mexican
16251,southern_us
16253,italian
16254,mexican
16259,chinese
16260,southern_us
16270,mexican
16275,southern_us
16277,southern_us
16279,southern_us
16280,italian
16281,southern_us
16294,italian
16298,mexican
16302,italian
16303,mexican
16307,mexican
16317,indian
16320,mexican
16321,indian
16322,italian
16326,mexican
16338,southern_us
16339,mexican
16341,italian
16354,mexican
16360,mexican
16366,italian
16371,mexican
16376,italian
16378,mexican
16382,mexican
16389,mexican
16391,mexican
16395,mexican
16402,italian
16403,indian
16414,mexican
16415,southern_us
16418,mexican
16421,mexican
16426,mexican
16427,indian
16430,italian
16435,mexican
16447,chinese
16449,italian
16450,italian
16455,italian
16456,chinese
16458,indian
16469,italian
16478,southern_us
16479,chinese
16480,southern_us
16483,chinese
16486,italian
16488,italian
16490,southern_us
16493,italian
16501,southern_us
16503,italian
16506,mexican
16507,mexican
16509,italian
16513,mexican
16515,italian
16517,chinese
16528,mexican
16535,italian
16539,mexican
16542,southern_us
16544,mexican
16545,italian
16548,mexican
16549,mexican
16551,italian
16555,mexican
16557,mexican
16564,mexican
16574,chinese
16584,southern_us
16587,italian
16590,mexican
16600,mexican
16603,italian
16612,mexican
16618,mexican
16634,chinese
16635,italian
16639,southern_us
16642,mexican
16643,mexican
16645,italian
16653,italian
16654,southern_us
16662,italian
16663,chinese
16681,italian
16682,mexican
16683,mexican
16684,mexican
16685,mexican
16690,italian
16698,italian
16699,southern_us
16700,southern_us
16702,italian
16703,italian
16705,mexican
16729,mexican
16732,italian
16734,italian
16735,italian
16742,southern_us
16743,chinese
16746,italian
16747,italian
16748,mexican
16750,italian
16753,mexican
16757,italian
16760,mexican
16763,chinese
16774,chinese
16776,chinese
16782,italian
16785,mexican
16790,mexican
16810,italian
16812,italian
16818,southern_us
16819,chinese
16822,mexican
16824,chinese
16825,mexican
16828,chinese
16836,chinese
16840,chinese
16856,mexican
16857,italian
16861,chinese
16862,mexican
16869,indian
16872,mexican
16873,chinese
16875,italian
16877,italian
16879,italian
16882,chinese
16883,southern_us
16894,mexican
16898,mexican
16899,chinese
16909,chinese
16915,southern_us
16924,italian
16931,southern_us
16932,chinese
16934,mexican
16938,chinese
16945,italian
16958,mexican
16959,southern_us
16964,chinese
16973,italian
16978,italian
16984,mexican
16995,chinese
17003,indian
17012,mexican
17013,southern_us
17033,italian
17035,mexican
17044,mexican
17048,mexican
17056,mexican
17060,mexican
17065,italian
17069,italian
17071,italian
17073,italian
17075,italian
17079,chinese
17080,italian
17085,southern_us
17100,mexican
17108,italian
17109,chinese
17111,southern_us
17119,chinese
17123,mexican
17126,southern_us
17129,italian
17131,mexican
17136,chinese
17137,mexican
17139,southern_us
17143,southern_us
17144,mexican
17147,mexican
17148,italian
17153,italian
17161,southern_us
17163,indian
17172,southern_us
17177,italian
17181,italian
17186,southern_us
17193,mexican
17197,italian
17200,mexican
17209,chinese
17213,mexican
17223,chinese
17224,mexican
17240,mexican
17241,italian
17243,southern_us
17245,mexican
17246,indian
17251,italian
17257,mexican
17260,mexican
17269,indian
17274,italian
17276,italian
17281,italian
17293,italian
17296,southern_us
17297,southern_us
17308,southern_us
17314,italian
17315,southern_us
17323,southern_us
17325,mexican
17326,italian
17333,chinese
17337,indian
17338,italian
17341,italian
17342,southern_us
17347,italian
17352,mexican
17356,mexican
17362,southern_us
17365,indian
17366,chinese
17368,southern_us
17370,mexican
17371,italian
17372,mexican
17377,italian
17380,chinese
17382,italian
17385,mexican
17389,southern_us
17396,mexican
17399,italian
17401,chinese
17407,chinese
17409,chinese
17419,mexican
17430,mexican
17431,mexican
17434,mexican
17438,mexican
17439,chinese
17441,italian
17444,italian
17447,italian
17451,mexican
17454,chinese
17459,chinese
17461,southern_us
17463,chinese
17472,indian
17478,chinese
17483,indian
17486,chinese
17488,southern_us
17493,indian
17505,mexican
17521,mexican
17522,chinese
17555,indian
17558,mexican
17561,italian
17564,mexican
17566,southern_us
17567,italian
17573,mexican
17575,southern_us
17577,mexican
17603,chinese
17615,italian
17622,southern_us
17623,mexican
17628,chinese
17630,chinese
17631,indian
17634,mexican
17637,italian
17639,indian
17654,mexican
17657,southern_us
17676,chinese
17685,chinese
17692,southern_us
17703,italian
17726,southern_us
17732,italian
17742,chinese
17743,mexican
17744,italian
17746,southern_us
17747,mexican
17750,chinese
17754,southern_us
17762,italian
17777,italian
17778,mexican
17780,mexican
17782,mexican
17785,mexican
17788,southern_us
17792,indian
17801,italian
17804,mexican
17805,chinese
17807,mexican
17816,mexican
17819,italian
17820,southern_us
17826,italian
17828,southern_us
17837,chinese
17841,mexican
17847,southern_us
17857,mexican
17862,southern_us
17866,mexican
17869,italian
17874,italian
17875,chinese
17876,southern_us
17882,italian
17883,italian
17890,indian
17896,indian
17897,chinese
17900,italian
17902,southern_us
17909,mexican
17910,mexican
17922,mexican
17926,mexican
17927,mexican
17945,mexican
17949,southern_us
17959,chinese
17966,chinese
17967,italian
17972,indian
17977,italian
17985,southern_us
17986,chinese
17987,southern_us
17998,italian
17999,italian
18000,southern_us
18001,indian
18003,southern_us
18004,italian
18005,italian
18007,chinese
18015,indian
18031,italian
18036,southern_us
18046,mexican
18054,mexican
18055,southern_us
18056,italian
18060,italian
18061,chinese
18069,italian
18087,mexican
18088,southern_us
18094,italian
18105,southern_us
18109,italian
18110,mexican
18112,chinese
18119,italian
18125,mexican
18126,chinese
18129,southern_us
18131,indian
18132,mexican
18133,mexican
18140,mexican
18143,chinese
18144,mexican
18148,italian
18151,mexican
18152,southern_us
18153,mexican
18167,italian
18168,italian
18180,chinese
18184,southern_us
18188,southern_us
18200,southern_us
18216,mexican
18223,mexican
18224,mexican
18227,italian
18228,chinese
18230,mexican
18237,mexican
18239,southern_us
18250,indian
18251,southern_us
18272,indian
18278,chinese
18279,chinese
18283,italian
18303,mexican
18314,southern_us
18320,chinese
18327,mexican
18329,chinese
18332,mexican
18339,southern_us
18342,mexican
18346,italian
18352,mexican
18358,mexican
18363,italian
18365,southern_us
18369,mexican
18371,mexican
18375,mexican
18389,indian
18406,southern_us
18408,mexican
18413,mexican
18418,southern_us
18423,southern_us
18425,mexican
18438,mexican
18449,italian
18454,mexican
18458,mexican
18467,mexican
18469,chinese
18471,chinese
18474,southern_us
18476,indian
18477,mexican
18478,italian
18486,southern_us
18490,indian
18506,chinese
18508,chinese
18511,mexican
18515,southern_us
18523,mexican
18529,mexican
18533,southern_us
18535,southern_us
18538,indian
18547,southern_us
18553,southern_us
18560,southern_us
18563,mexican
18566,mexican
18580,southern_us
18584,mexican
18590,mexican
18598,italian
18605,italian
18621,mexican
18623,mexican
18624,southern_us
18635,italian
18636,mexican
18637,mexican
18640,chinese
18650,indian
18651,mexican
18653,chinese
18660,italian
18663,mexican
18677,mexican
18681,mexican
18683,chinese
18694,chinese
18695,chinese
18699,italian
18707,italian
18711,mexican
18714,southern_us
18716,southern_us
18721,italian
18722,southern_us
18723,southern_us
18729,italian
18738,mexican
18739,indian
18741,chinese
18743,mexican
18753,italian
18757,southern_us
18758,italian
18759,southern_us
18764,southern_us
18768,mexican
18776,italian
18780,mexican
18781,southern_us
18782,chinese
18783,italian
18787,southern_us
18790,mexican
18792,italian
18803,chinese
18807,italian
18830,mexican
18837,mexican
18838,mexican
18839,chinese
18853,italian
18857,southern_us
18860,indian
18879,southern_us
18881,italian
18885,italian
18891,mexican
18893,italian
18902,italian
18903,southern_us
18904,italian
18905,southern_us
18908,mexican
18911,southern_us
18915,chinese
18924,mexican
18934,italian
18942,italian
18945,italian
18946,southern_us
18949,indian
18951,southern_us
18956,mexican
18959,italian
18961,southern_us
18970,italian
18976,italian
18977,southern_us
18978,mexican
18979,mexican
18984,indian
18987,chinese
18990,italian
19003,italian
19007,chinese
19017,italian
19018,chinese
19024,italian
19031,southern_us
19032,italian
19037,southern_us
19040,chinese
19053,italian
19057,mexican
19067,chinese
19082,mexican
19099,southern_us
19100,mexican
19109,italian
19113,mexican
19117,mexican
19120,mexican
19123,mexican
19124,mexican
19130,mexican
19137,mexican
19150,mexican
19153,mexican
19165,italian
19175,chinese
19180,chinese
19194,southern_us
19198,mexican
19201,italian
19207,mexican
19216,southern_us
19217,southern_us
19221,mexican
19226,mexican
19229,mexican
19230,mexican
19236,mexican
19261,italian
19262,mexican
19264,indian
19270,mexican
19275,italian
19279,italian
19294,mexican
19297,italian
19301,chinese
19303,chinese
19306,mexican
19310,indian
19312,mexican
19323,italian
19327,italian
19332,chinese
19333,chinese
19337,southern_us
19339,southern_us
19342,italian
19349,mexican
19350,italian
19356,mexican
19359,southern_us
19364,chinese
19372,italian
19373,southern_us
19377,italian
19379,mexican
19387,mexican
19390,mexican
19394,mexican
19400,southern_us
19403,chinese
19405,italian
19406,italian
19411,southern_us
19420,mexican
19422,italian
19440,mexican
19444,mexican
19445,mexican
19446,italian
19451,italian
19460,mexican
19469,indian
19471,southern_us
19476,mexican
19480,italian
19491,southern_us
19493,indian
19497,southern_us
19499,italian
19507,mexican
19516,southern_us
19535,italian
19539,mexican
19546,indian
19552,chinese
19553,italian
19554,southern_us
19558,southern_us
19560,southern_us
19561,mexican
19569,italian
19584,italian
19590,chinese
19592,mexican
19594,italian
19599,mexican
19602,italian
19603,chinese
19606,mexican
19612,mexican
19614,mexican
19616,italian
19627,indian
19628,mexican
19631,mexican
19632,mexican
19633,mexican
19636,southern_us
19642,chinese
19646,southern_us
19650,southern_us
19652,italian
19653,mexican
19657,chinese
19658,chinese
19662,southern_us
19665,southern_us
19671,mexican
19681,italian
19682,chinese
19683,mexican
19686,mexican
19687,italian
19690,southern_us
19693,mexican
19700,mexican
19706,indian
19712,mexican
19713,mexican
19725,southern_us
19740,indian
19741,indian
19753,mexican
19763,mexican
19768,southern_us
19770,italian
19772,southern_us
19773,mexican
19779,mexican
19780,mexican
19782,southern_us
19785,mexican
19791,italian
19793,italian
19799,indian
19819,chinese
19832,chinese
19834,chinese
19835,indian
19839,italian
19843,mexican
19849,italian
19852,mexican
19863,italian
19871,mexican
19872,chinese
19874,southern_us
19877,mexican
19880,italian
19883,southern_us
19888,southern_us
19891,southern_us
19892,southern_us
19897,italian
19906,mexican
19907,chinese
19908,italian
19913,italian
19914,mexican
19921,southern_us
19925,italian
19928,southern_us
19932,chinese
19934,italian
19939,chinese
19942,chinese
19951,southern_us
19955,mexican
19957,italian
19965,southern_us
19973,mexican
19977,italian
19992,italian
19993,chinese
19994,southern_us
20004,mexican
20017,chinese
20023,southern_us
20029,chinese
20042,mexican
20043,indian
20049,southern_us
20050,southern_us
20051,italian
20052,southern_us
20060,mexican
20061,mexican
20066,mexican
20067,southern_us
20073,mexican
20090,italian
20095,indian
20099,mexican
20100,indian
20105,italian
20119,italian
20122,italian
20123,mexican
20124,chinese
20134,southern_us
20136,indian
20146,italian
20147,chinese
20148,mexican
20149,mexican
20151,chinese
20169,mexican
20170,southern_us
20174,mexican
20181,southern_us
20182,mexican
20192,mexican
20195,mexican
20197,chinese
20198,mexican
20204,mexican
20205,chinese
20206,southern_us
20209,chinese
20218,italian
20223,italian
20226,southern_us
20227,mexican
20228,chinese
20233,southern_us
20238,chinese
20239,mexican
20243,chinese
20251,italian
20262,chinese
20273,southern_us
20277,southern_us
20281,mexican
20282,italian
20284,mexican
20288,southern_us
20289,indian
20296,italian
20302,southern_us
20304,chinese
20316,southern_us
